"","observed_otus","shannon","simpson","chao1","ace","goods_coverage","pielou.evenness"
"N2.Z.3",2405,10.2909469164579,0.998277211027227,2405,NA,1,1.32184245513425
"N2.Z.4",2165,10.2093806367011,0.998350226004906,2165,2165,1,1.32931603581409
"N2.Z.5",1999,9.94347868333321,0.99771710069893,1999,NA,1,1.30828319945602
"N4.N.1",80,0.187891321885319,0.0307591435749055,80,NA,1,0.0428777224671759
"N4.N.2",110,0.211362652389376,0.033951870261035,110,NA,1,0.0449661813136293
"N4.N.3",132,0.528571835536579,0.12563779626556,132,NA,1,0.108251746418704
"N4.N.4",85,0.213844180731965,0.03575976196825,85,NA,1,0.0481343613049883
"N4.N.5",75,0.612343083362061,0.186955897076622,75,NA,1,0.1418285510601
"N4.RT.1",1744,8.75133978585112,0.985984451666925,1744,NA,1,1.17248313451797
"N4.RT.2",1490,8.38553780798255,0.979605391953443,1490,NA,1,1.14767696874603
"N4.RT.3",1354,8.5053995757505,0.988278772926403,1354,1354,1,1.1795331737488
"N4.RT.4",1185,7.53555423294457,0.977264922303094,1185,1185,1,1.06472007140212
"N4.RT.5",1369,7.61533220591177,0.959968656977836,1369,NA,1,1.05448702935692
"N4.RH.1",1367,8.58480731587333,0.985906031818418,1367,NA,1,1.18896992178018
"N4.RH.2",1256,8.20480877822885,0.987788522155851,1256,NA,1,1.14982739282236
"N4.RH.3",1565,9.03054051234156,0.99370161892962,1565,1565,1,1.22770270951502
"N4.RH.4",1551,9.21919386719988,0.995079638950073,1551,1551,1,1.25488316280435
"N4.RH.5",1241,8.61002200069477,0.990022279786462,1241,NA,1,1.20864928251298
"N4.Z.1",1617,9.80336500260323,0.997693797149251,1620.77777777778,1620.0660355261,0.999561471392457,1.32687195112702
"N4.Z.2",2063,10.0784495362692,0.998079962527993,2063,2063,1,1.32056600973134
"N4.Z.3",1748,9.87832678452017,0.997825424098422,1748,NA,1,1.32306800323768
"N4.Z.4",1940,9.93490032029218,0.997752016829121,1940,1940,1,1.31232742780183
"N4.Z.5",1788,9.72226965646905,0.99715549543769,1788,1788,1,1.29823214769168
"N6.N.1",132,0.248110988186439,0.0394410375162753,132,NA,1,0.050813240454984
"N6.N.2",88,0.202305392539906,0.0325826000828763,88,NA,1,0.0451843140068709
"N6.N.3",137,0.250755688121731,0.0392998518043893,137,NA,1,0.0509668008681404
"N6.N.4",160,1.21747854712696,0.385440513134478,160,NA,1,0.23988903463218
"N6.N.5",187,0.355879211753514,0.0550320001891627,187,NA,1,0.0680313176076816
"N6.RT.1",886,7.26297359864012,0.976291987656138,886,886,1,1.07017482112505
"N6.RT.2",1424,7.6723228760575,0.970725696682662,1424,NA,1,1.05661548552463
"N6.RT.3",1699,8.63974821879056,0.988212005357142,1699,1699,1,1.16160072675522
"N6.RT.4",1330,7.29216873340699,0.969286201542771,1330,NA,1,1.01379611006291
"N6.RT.5",1705,8.16012666898895,0.979998652036289,1705,3022.66666666667,0.999974204199556,1.09659660404685
"N6.RH.1",1800,9.28455977058896,0.992890610215,1800,1800,1,1.23867758196783
"N6.RH.2",1769,8.39120071527726,0.985563238302991,1769,1769,1,1.12209284603832
"N6.RH.3",1818,8.46262597818149,0.986895289473098,1818,1818,1,1.12752444055744
"N6.RH.4",1940,9.46582082815726,0.995504003462391,1940,3247.375,0.999974204199556,1.25036546910048
"N6.RH.5",1872,9.56328694398983,0.996528048827522,1872,1872,1,1.26922205506468
"N6.Z.1",2282,10.1682748120432,0.998200253268744,2282,NA,1,1.31495252817812
"N6.Z.2",1839,9.96601621079194,0.998068574827956,1839,NA,1,1.32580103850408
"N6.Z.3",2361,10.2057763720551,0.998234071651765,2361,NA,1,1.31401904330648
"N6.Z.4",2061,10.0095393528282,0.998045498987399,2061,NA,1,1.31170350188196
"N6.Z.5",2382,10.2566097221846,0.998342439185724,2382,2382,1,1.31906006254121
"NPK.N.1",105,0.235928421710759,0.0375652868919704,105,105,1,0.0506941194079518
"NPK.N.2",192,0.35745912728781,0.0550201543213167,192,NA,1,0.0679903836320336
"NPK.N.3",215,0.338705450449873,0.051423593981354,215,NA,1,0.0630661475742676
"NPK.N.4",101,0.232534986610915,0.0371928547916052,101,NA,1,0.0503854635566633
"NPK.N.5",121,0.801940511294706,0.250017441166723,121,NA,1,0.167217584602607
"NPK.RT.1",1626,7.98144596436008,0.958111739379976,1626,NA,1,1.07946677659523
"NPK.RT.2",1561,8.63795632861741,0.990310002901721,1561,2068.04,0.999974204199556,1.17473957477845
"NPK.RT.3",1598,7.468923364083,0.953347701846814,1598,1598,1,1.01252831775877
"NPK.RT.4",1599,8.55514507465491,0.98943908358544,1599,NA,1,1.15968415480549
"NPK.RT.5",1684,8.69648755192362,0.990281810097251,1684,NA,0.999974204199556,1.17062495349372
"NPK.RH.1",1200,5.22252904224934,0.754245381871855,1200,1200,1,0.736596959837837
"NPK.RH.2",1554,8.74635511175556,0.990439446094709,1554,1554,1,1.19020901294912
"NPK.RH.3",2096,9.58174527836662,0.996360413572067,2096,2096,1,1.25287831294373
"NPK.RH.4",1709,8.84385205847872,0.987766996043628,1709,1709,1,1.18810473376694
"NPK.RH.5",1764,8.00792020909802,0.965269994827621,1764,NA,1,1.07124505733815
"NPK.Z.1",2434,10.3262271194723,0.99843749512182,2434,NA,1,1.32433517707673
"NPK.Z.2",2572,10.2950854358241,0.998206008379161,2572,2924.55647678829,0.999974204199556,1.31106848762716
"NPK.Z.3",2603,10.4017512222878,0.998451274161753,2603,2603,1,1.32263426265958
"NPK.Z.4",2769,10.4338998867277,0.998395532437232,2769,2769,1,1.31637420538171
"NPK.Z.5",2704,10.4109885546433,0.998461453843404,2704,4519.93,0.999974204199556,1.31743183869977
"CK.O.1",2273,9.97596338718357,0.997797526358387,2273,2273,1,1.29074259043571
"CK.O.2",1420,9.48231090910631,0.997222691719774,1420,NA,1,1.30638915404227
"CK.O.3",1832,9.69268829119064,0.997416324809319,1832,1832,1,1.29009414380965
"CK.O.4",2500,9.67731358193961,0.996060192550806,2500,NA,1,1.23686818412261
"CK.O.5",3230,10.4328308102555,0.99827719755749,3230,3230,1,1.29115399373256
"M.O.1",2619,10.2312231603182,0.998216936878324,2619,2619,1,1.29993786486639
"M.O.2",3085,10.3910721651993,0.998271352753275,3085,3085,1,1.29333771382322
"M.O.3",2242,9.83909987511242,0.996997136340185,2242,NA,1,1.27530035558736
"M.O.4",2632,10.1125908956274,0.997748050487299,2632.33333333333,3196.2956289623,0.999948408399113,1.28405711436331
"M.O.5",2169,9.94241007698396,0.997594381494555,2169,2169,1,1.29424397770448
"N0.O.1",3521,10.7881742639311,0.998879766738385,3521,3521,1,1.32102783840303
"N0.O.2",2639,10.4290565846222,0.998687388550133,2639,NA,1,1.32379423090318
"N0.O.3",2429,10.3194358595876,0.998621871413366,2429,NA,1,1.32381332359774
"N0.O.4",3177,10.6928422708555,0.998906794791721,3177.33333333333,4877.44444444444,0.999948408399113,1.32604784877496
"N0.O.5",2311,10.2638136556867,0.998555860702445,2311,NA,1,1.32514350026636
"N2.O.1",3265,10.3269001711614,0.998133820055633,3265,3265,1,1.27634173437133
"N2.O.2",2470,9.99020265961386,0.997724607903445,2470,2470,1,1.27883213500602
"N2.O.3",2038,9.97905400376057,0.9979161973686,2038,2038,1,1.30963453844042
"N2.O.4",1957,9.94284744695816,0.99798068409603,1957,1957,1,1.31186529837182
"N2.O.5",1521,9.75919807308052,0.997830359934155,1521,NA,1,1.33192764524525
"N4.O.1",3089,10.506625784187,0.998608327614667,3089,3089,1,1.30750936621668
"N4.O.2",3316,10.4495638357118,0.998462262056955,3316,4725.16,0.999974204199556,1.28903289012292
"N4.O.3",3646,10.6329689191545,0.99864921442515,3646,3646,1,1.29648439631874
"N4.O.4",2748,10.2749169945381,0.998380314311211,2748,4828.72222222222,0.999974204199556,1.29756267711851
"N4.O.5",2733,10.1768831318512,0.998153526633858,2733,NA,1,1.28607147120641
"N6.O.1",4107,10.6764904162949,0.998677782171762,4107,4107,1,1.28316291022672
"N6.O.2",2100,9.89986858631714,0.997937923202144,2100,2100,1,1.29415246772541
"N6.O.3",3236,10.1498413675418,0.997817286429318,3236,3236,1,1.25584313595419
"N6.O.4",4598,10.7309635977623,0.998624122084547,4598,4598,1,1.27243973235406
"N6.O.5",4531,10.8698131587148,0.998844898095111,4531,4531,1,1.29115134313619
"NPK.O.1",2387,9.99055858518949,0.997712896872732,2387,2387,1,1.28449793728844
"NPK.O.2",3138,10.2913863671507,0.998107919728056,3138,3138,1,1.27822016884106
"NPK.O.3",2568,10.169552545251,0.998167708054424,2568,2568,1,1.295338750996
"NPK.O.4",3167,10.2966308922226,0.998080243117968,3167,3167,1,1.27741203849538
"NPK.O.5",3243,10.2633545359246,0.99794980755277,3243,3243,1,1.26954873028015
