"","observed_otus","shannon","simpson","chao1","ace","goods_coverage","pielou.evenness"
"N0.O.2",466,7.83838091948182,0.99152704103648,466,NA,1,1.275739599394
"N0.O.3",283,6.71947196022701,0.975873113352505,283,NA,1,1.19024624304448
"N0.O.4",356,7.44024492788189,0.988481435033786,356,NA,1,1.26643960052323
"N0.O.5",267,7.15453705564326,0.987463985124226,267,NA,1,1.28051166022236
"N2.N.1",44,0.0611666545251641,0.00936233712817625,44,NA,1,0.0161637392526311
"N2.N.2",43,0.129285823724163,0.0221951975449496,43,NA,1,0.0343735562446464
"N2.N.3",54,0.103326290687371,0.0162645755954411,54,NA,1,0.0259029089816406
"N2.N.4",47,0.0802173750414781,0.0123038662550883,47,NA,1,0.0208348830589895
"N2.N.5",36,0.0727752016638355,0.0117187646513095,36,NA,1,0.0203083066989983
"N2.RT.1",179,5.00900746067524,0.826833873743294,179,NA,1,0.96561305600893
"N2.RT.2",337,6.80121846275292,0.951092393704014,337,NA,1,1.16857758628899
"N2.RT.3",314,6.99501806947138,0.964790929823229,314,NA,1,1.21665332090121
"N2.RT.4",411,4.44288306654258,0.675780053958519,411,NA,1,0.738192947787459
"N2.RT.5",403,6.97455669286906,0.961992452315942,403,NA,1,1.16263218002855
"N2.RH.1",439,7.00792901264712,0.96254349082251,439,NA,1,1.15176755504118
"N2.RH.2",433,6.26079950823966,0.930973733543161,433,433,1,1.03130785561044
"N2.RH.3",545,7.13791177258184,0.966574323233506,545,545,1,1.132860567745
"N2.RH.4",558,7.0189675046487,0.963897976181755,558,NA,1,1.10983066369241
"N2.RH.5",649,7.70045282495989,0.980381779873592,649,649,1,1.18917965205564
"N2.Z.1",408,7.68926236925905,0.989487981173199,408,NA,1,1.27914167615104
"N2.Z.2",404,7.71420608285305,0.989819114191647,404,NA,1,1.28539790028211
"N2.Z.3",401,7.6162204838452,0.989529745528988,401,401,1,1.2706488982642
"N2.Z.4",334,7.42953839821369,0.988374656014646,334,NA,1,1.27849907740889
"N2.Z.5",415,7.73575629947371,0.990191603879793,415,NA,1,1.28324467317042
"N2.O.1",429,7.35847405222789,0.983695488289031,429,NA,1,1.21397778630575
"N2.O.2",328,7.07907374031959,0.980932898129836,328,NA,1,1.22200191797826
"N2.O.3",320,7.16684617469022,0.982502777132743,320,320,1,1.24244926381806
"N2.O.4",216,6.84783784428524,0.984630372109755,216,NA,1,1.27395035659846
"N2.O.5",268,7.07690087705252,0.986566035339236,268,NA,1,1.26576951470667
"N4.N.1",31,0.0327861267448291,0.0044217856870824,31,NA,1,0.00954753899548809
"N4.N.2",34,0.0373119560651757,0.00510759421725104,34,NA,1,0.0105808682364481
"N4.N.3",29,0.0520133257370374,0.00814402590695662,29,NA,1,0.0154466160275696
"N4.N.4",24,0.0215801930692496,0.00287672912655546,24,NA,1,0.00679037996876437
"N4.N.5",39,0.0709852170598268,0.010929817985192,39,NA,1,0.0193760127210685
"N4.RT.1",388,5.68594114111527,0.860506441854097,388,388,1,0.953856072451466
"N4.RT.2",419,5.86236150524134,0.863016849878967,419,419,1,0.97093190347914
"N4.RT.3",506,6.98276052644445,0.939859508275617,506,NA,1,1.12145176320684
"N4.RT.4",486,6.22777960562833,0.915616084194971,486,486,1,1.0067199450027
"N4.RT.5",525,5.9083708556917,0.857161654000409,525,NA,1,0.943317127218248
"N4.RH.1",534,7.26677865456685,0.971868125357211,534,NA,1,1.15705742773213
"N4.RH.2",605,7.02055488051589,0.963479173974359,605,NA,1,1.09606627250173
"N4.RH.3",679,7.38677653877266,0.969363179056183,679,679,1,1.13283326760901
"N4.RH.4",347,6.18208796118012,0.923345130619202,347,NA,1,1.05688916135655
"N4.RH.5",619,7.52544630809354,0.978318503973325,619,NA,1,1.17070987310552
"N4.Z.1",464,7.78133260652159,0.99004282431837,464,NA,1,1.26734184337394
"N4.Z.2",400,7.56865209873979,0.988629235814269,400,NA,1,1.26323906938465
"N4.Z.3",371,7.3810135607303,0.985979709475032,371,371,1,1.24759321649627
"N4.Z.4",355,7.38865246582701,0.986715597491464,355,NA,1,1.25826026158223
"N4.Z.5",422,7.53443631432401,0.987307663563502,422,NA,0.999727371864776,1.24639035417052
"N4.O.1",329,6.44573635306658,0.958222128329661,329,NA,1,1.11208973930866
"N4.O.2",362,5.84733930454646,0.918220698038623,362,NA,1,0.992480043653962
"N4.O.3",336,6.04191693819053,0.936120340961768,336,NA,1,1.03864560467308
"N4.O.4",265,6.24332307290807,0.952475784194317,265,376.055555555555,0.999727371864776,1.11892927930512
"N4.O.5",221,4.37911272632788,0.840779727668129,221,NA,1,0.811222811994282
"N6.N.1",53,0.0631147526228146,0.00926462285078644,53,NA,1,0.0158967536889114
"N6.N.2",34,0.056291456527358,0.00875604756989323,34,NA,1,0.0159630463574014
"N6.N.3",52,0.101651839226735,0.0154310350220123,52,NA,1,0.0257265424424971
"N6.N.4",101,0.166441762954148,0.0247627043395441,101,NA,1,0.0360644456297029
"N6.N.5",116,0.248805283740528,0.0386893316897354,116,NA,1,0.052340499230671
"N6.RT.1",570,7.39024995215531,0.983460917153304,570,NA,0.999727371864776,1.1646192015942
"N6.RT.2",254,5.77827728862851,0.89161270596788,254,NA,1,1.04351245743734
"N6.RT.3",537,7.60165930753084,0.979148230069902,537,NA,0.999727371864776,1.20930028823446
"N6.RT.4",607,5.54566380296118,0.859369433301839,607,NA,1,0.86535677435013
"N6.RT.5",401,4.63199949004535,0.736566670028833,401,401,1,0.772777660687545
"N6.RH.1",655,7.74999762945738,0.982270895621628,655,NA,1,1.19513239339486
"N6.RH.2",501,4.69837133159021,0.766685415238961,501,NA,1,0.755777550514306
"N6.RH.3",685,6.22270247902863,0.892775779547598,685,NA,1,0.953025473348984
"N6.RH.4",564,7.36633352329152,0.973556543379685,564,NA,1,1.16278933547406
"N6.RH.5",428,7.05757526241789,0.970343971646971,428,NA,1,1.16478490940144
"N6.Z.1",291,7.3178307971915,0.988563630325168,291,NA,1,1.28986670643922
"N6.Z.2",295,7.28562729991916,0.987738640774377,295,NA,1,1.28110759119031
"N6.Z.3",218,6.73449510432594,0.979864585417338,218,NA,1,1.2507198958852
"N6.Z.4",176,6.395259728628,0.971135459020156,176,176,1,1.2368783531223
"N6.Z.5",231,7.05943836779889,0.985608686866667,231,NA,1,1.29711439718251
"N6.O.1",273,5.43727534471057,0.867930745249076,273,NA,1,0.969302555256236
"N6.O.2",274,4.97922843622869,0.8398979945681,274,NA,1,0.887068376465884
"N6.O.3",171,3.809241354911,0.72205106359356,171,NA,1,0.740857761899541
"N6.O.4",228,5.63352234404425,0.897587919396615,228,NA,1,1.03760613691656
"N6.O.5",368,6.77027518560149,0.950779018862329,368,NA,1,1.14593435069477
"NPK.N.1",53,0.0733517689807874,0.0102886349122773,53,NA,1,0.0184751576402757
"NPK.N.2",84,0.126812465350476,0.0190813217187408,84,NA,1,0.0286205616498478
"NPK.N.3",70,0.10074137701984,0.0146750214734049,70,NA,1,0.0237122489917736
"NPK.N.4",55,0.0857340147992086,0.0121892552545579,55,NA,1,0.0213942816422526
"NPK.N.5",62,0.133202472067199,0.0208922042548126,62,NA,1,0.0322748085329777
"NPK.RT.1",608,7.77971884287295,0.982077228896442,608,NA,0.999727371864776,1.21365157521049
"NPK.RT.2",541,6.68579909867819,0.925984895130481,541,NA,1,1.06234763686421
"NPK.RT.3",541,5.87021674513529,0.88230618395026,541,NA,0.999727371864776,0.932754753026917
"NPK.RT.4",723,7.18956837684927,0.963207645026127,723,NA,1,1.09207374693499
"NPK.RT.5",606,7.94241690404281,0.984089941547279,606,NA,1,1.23966999870643
"NPK.RH.1",594,4.97297953592547,0.764231998835756,594,NA,1,0.778624315140767
"NPK.RH.2",607,7.30280460801912,0.971239414319993,607,607,1,1.13954463592443
"NPK.RH.3",634,7.43269589694216,0.972316382365271,634,NA,1,1.15199000339737
"NPK.RH.4",544,6.84903000881495,0.955804876618971,544,NA,1,1.0873289719287
"NPK.RH.5",572,6.68349268095629,0.947770449885776,572,NA,0.999727371864776,1.05266126478416
"NPK.Z.1",424,7.68762785066507,0.98952320860393,424,NA,1,1.27073827426506
"NPK.Z.2",439,7.8198168451283,0.991158810098152,439,NA,1,1.28520299111609
"NPK.Z.3",364,7.58469544888131,0.988950439595773,364,NA,1,1.28616204004879
"NPK.Z.4",596,8.18167045916651,0.992785192442017,596,NA,1,1.28033839184399
"NPK.Z.5",577,8.11701487943351,0.991953942974935,577,NA,1,1.27669334015919
"NPK.O.1",358,6.05482164893455,0.917059959529141,358,358,1,1.02963824247511
"NPK.O.2",258,6.04892535815114,0.936876560795034,258,NA,1,1.08931557409066
"NPK.O.3",439,6.86426820896441,0.960447309384176,439,NA,1,1.12815660631236
"NPK.O.4",379,6.14923076224502,0.921593046116967,379,NA,1,1.0356536027488
"NPK.O.5",324,5.62307457808242,0.894964687722904,324,NA,1,0.972725145601223
