"z","module","p","roles","label","role_7"
0,"42",0,"Peripherals","","ultra peripheral"
0,"12",0,"Peripherals","","ultra peripheral"
0,"12",0,"Peripherals","","ultra peripheral"
-0.5,"10",0,"Peripherals","","ultra peripheral"
-0.5,"10",0,"Peripherals","","ultra peripheral"
-0.5,"10",0,"Peripherals","","ultra peripheral"
1.5,"10",0,"Peripherals","","ultra peripheral"
0,"35",0,"Peripherals","","ultra peripheral"
0,"35",0,"Peripherals","","ultra peripheral"
0,"32",0,"Peripherals","","ultra peripheral"
0,"32",0,"Peripherals","","ultra peripheral"
0,"32",0,"Peripherals","","ultra peripheral"
0,"32",0,"Peripherals","","ultra peripheral"
1.15470053837925,"38",0,"Peripherals","","ultra peripheral"
-0.577350269189626,"38",0,"Peripherals","","ultra peripheral"
-0.577350269189626,"38",0,"Peripherals","","ultra peripheral"
1.5,"31",0,"Peripherals","","ultra peripheral"
-0.5,"31",0,"Peripherals","","ultra peripheral"
-0.5,"31",0,"Peripherals","","ultra peripheral"
-0.5,"31",0,"Peripherals","","ultra peripheral"
-0.5,"11",0,"Peripherals","","ultra peripheral"
-0.5,"11",0,"Peripherals","","ultra peripheral"
-0.5,"11",0,"Peripherals","","ultra peripheral"
1.5,"11",0,"Peripherals","","ultra peripheral"
0,"34",0,"Peripherals","","ultra peripheral"
0,"34",0,"Peripherals","","ultra peripheral"
1.15470053837925,"15",0,"Peripherals","","ultra peripheral"
-0.577350269189626,"15",0,"Peripherals","","ultra peripheral"
-0.577350269189626,"15",0,"Peripherals","","ultra peripheral"
1.05409255338946,"21",0,"Peripherals","","ultra peripheral"
1.05409255338946,"21",0,"Peripherals","","ultra peripheral"
1.05409255338946,"21",0,"Peripherals","","ultra peripheral"
1.05409255338946,"21",0,"Peripherals","","ultra peripheral"
-0.843274042711568,"21",0,"Peripherals","","ultra peripheral"
-0.843274042711568,"21",0,"Peripherals","","ultra peripheral"
-0.843274042711568,"21",0,"Peripherals","","ultra peripheral"
-0.843274042711568,"21",0,"Peripherals","","ultra peripheral"
-0.843274042711568,"21",0,"Peripherals","","ultra peripheral"
0,"16",0,"Peripherals","","ultra peripheral"
0,"16",0,"Peripherals","","ultra peripheral"
0,"33",0,"Peripherals","","ultra peripheral"
0,"33",0,"Peripherals","","ultra peripheral"
0,"17",0,"Peripherals","","ultra peripheral"
0,"17",0,"Peripherals","","ultra peripheral"
0,"39",0,"Peripherals","","ultra peripheral"
0,"39",0,"Peripherals","","ultra peripheral"
0,"41",0,"Peripherals","","ultra peripheral"
0,"41",0,"Peripherals","","ultra peripheral"
-0.730296743340221,"29",0,"Peripherals","","ultra peripheral"
-0.730296743340221,"29",0,"Peripherals","","ultra peripheral"
-0.730296743340221,"29",0,"Peripherals","","ultra peripheral"
1.09544511501033,"29",0,"Peripherals","","ultra peripheral"
1.09544511501033,"29",0,"Peripherals","","ultra peripheral"
-0.577350269189626,"9",0,"Peripherals","","ultra peripheral"
-0.577350269189626,"9",0,"Peripherals","","ultra peripheral"
1.15470053837925,"9",0,"Peripherals","","ultra peripheral"
